rel_path	source_root	source_path	target_path	source_exists	target_exists	source_mtime	target_mtime	source_sha	target_sha	recommendation
agents/JJ/IDENTITY.md	/Users/jjbot/.openclaw/workspace-vlad/mission-control-dashboard/canon/elevate-flow	/Users/jjbot/.openclaw/workspace-vlad/mission-control-dashboard/canon/elevate-flow/agents/JJ/IDENTITY.md	/Users/jjbot/.openclaw/workspace-elevate-flow/agents/JJ/IDENTITY.md	yes	yes	2026-03-05 14:54:56	2026-03-07 20:40:43	eea9f0f8a4242ec03efec3abb45758c8e2bdb9ae50795dc95bbf0a4cfdb55952	26e4d2d3dd54be37e59434c16f94106c6a8cac391252c4a2e27ec59489a25d56	promote_changed
agents/JJ/IDENTITY.md	/Users/jjbot/.openclaw/workspace-jj	/Users/jjbot/.openclaw/workspace-jj/agents/JJ/IDENTITY.md	/Users/jjbot/.openclaw/workspace-elevate-flow/agents/JJ/IDENTITY.md	yes	yes	2026-03-05 14:44:46	2026-03-07 20:40:43	eea9f0f8a4242ec03efec3abb45758c8e2bdb9ae50795dc95bbf0a4cfdb55952	26e4d2d3dd54be37e59434c16f94106c6a8cac391252c4a2e27ec59489a25d56	promote_changed
agents/JJ/IDENTITY.md	/Users/jjbot/.openclaw/workspace	/Users/jjbot/.openclaw/workspace/agents/JJ/IDENTITY.md	/Users/jjbot/.openclaw/workspace-elevate-flow/agents/JJ/IDENTITY.md	yes	yes	2026-02-24 10:37:31	2026-03-07 20:40:43	eea9f0f8a4242ec03efec3abb45758c8e2bdb9ae50795dc95bbf0a4cfdb55952	26e4d2d3dd54be37e59434c16f94106c6a8cac391252c4a2e27ec59489a25d56	promote_changed
agents/JJ/SOUL.md	/Users/jjbot/.openclaw/workspace-vlad/mission-control-dashboard/canon/elevate-flow	/Users/jjbot/.openclaw/workspace-vlad/mission-control-dashboard/canon/elevate-flow/agents/JJ/SOUL.md	/Users/jjbot/.openclaw/workspace-elevate-flow/agents/JJ/SOUL.md	yes	yes	2026-03-05 14:54:56	2026-03-07 20:40:43	90c2311ac09e5133282bcf6f2927f6e34ebdff26f8ba9599a80fa9acb68bd731	a2c1735efe3d6ee19f61ff877d4f5e919c311bec39ac812ae74080f110b1fc6e	promote_changed
agents/JJ/SOUL.md	/Users/jjbot/.openclaw/workspace-jj	/Users/jjbot/.openclaw/workspace-jj/agents/JJ/SOUL.md	/Users/jjbot/.openclaw/workspace-elevate-flow/agents/JJ/SOUL.md	yes	yes	2026-03-05 14:44:46	2026-03-07 20:40:43	90c2311ac09e5133282bcf6f2927f6e34ebdff26f8ba9599a80fa9acb68bd731	a2c1735efe3d6ee19f61ff877d4f5e919c311bec39ac812ae74080f110b1fc6e	promote_changed
agents/JJ/SOUL.md	/Users/jjbot/.openclaw/workspace	/Users/jjbot/.openclaw/workspace/agents/JJ/SOUL.md	/Users/jjbot/.openclaw/workspace-elevate-flow/agents/JJ/SOUL.md	yes	yes	2026-02-24 10:37:18	2026-03-07 20:40:43	69c28b84651e17006bd275be807a36142efbe19090326a84368addb28f242125	a2c1735efe3d6ee19f61ff877d4f5e919c311bec39ac812ae74080f110b1fc6e	promote_changed
agents/Jax/IDENTITY.md	/Users/jjbot/.openclaw/workspace-vlad/mission-control-dashboard/canon/elevate-flow	/Users/jjbot/.openclaw/workspace-vlad/mission-control-dashboard/canon/elevate-flow/agents/Jax/IDENTITY.md	/Users/jjbot/.openclaw/workspace-elevate-flow/agents/Jax/IDENTITY.md	yes	yes	2026-03-05 14:54:56	2026-03-02 11:40:12	e1599fbe5757d42d7b9a855b6cb6b9877050e558ae7b982d6ce334be9d990eda	e1599fbe5757d42d7b9a855b6cb6b9877050e558ae7b982d6ce334be9d990eda	same_ignore
agents/Jax/IDENTITY.md	/Users/jjbot/.openclaw/workspace-jj	/Users/jjbot/.openclaw/workspace-jj/agents/Jax/IDENTITY.md	/Users/jjbot/.openclaw/workspace-elevate-flow/agents/Jax/IDENTITY.md	yes	yes	2026-03-05 14:44:46	2026-03-02 11:40:12	e1599fbe5757d42d7b9a855b6cb6b9877050e558ae7b982d6ce334be9d990eda	e1599fbe5757d42d7b9a855b6cb6b9877050e558ae7b982d6ce334be9d990eda	same_ignore
agents/Jax/IDENTITY.md	/Users/jjbot/.openclaw/workspace	/Users/jjbot/.openclaw/workspace/agents/Jax/IDENTITY.md	/Users/jjbot/.openclaw/workspace-elevate-flow/agents/Jax/IDENTITY.md	yes	yes	2026-02-24 10:40:08	2026-03-02 11:40:12	e1599fbe5757d42d7b9a855b6cb6b9877050e558ae7b982d6ce334be9d990eda	e1599fbe5757d42d7b9a855b6cb6b9877050e558ae7b982d6ce334be9d990eda	same_ignore
agents/Jax/SOUL.md	/Users/jjbot/.openclaw/workspace-vlad/mission-control-dashboard/canon/elevate-flow	/Users/jjbot/.openclaw/workspace-vlad/mission-control-dashboard/canon/elevate-flow/agents/Jax/SOUL.md	/Users/jjbot/.openclaw/workspace-elevate-flow/agents/Jax/SOUL.md	yes	yes	2026-03-05 14:54:56	2026-03-03 15:33:42	c51a70c1f9a08b7fb5bf1667da5648f0879a5785cc40e26f07b48b07482235f8	bfd59ece43ce3ab8624a31e747c8e6b02ff50e28cc064eab752c01e894f2ad6f	promote_changed
agents/Jax/SOUL.md	/Users/jjbot/.openclaw/workspace-jj	/Users/jjbot/.openclaw/workspace-jj/agents/Jax/SOUL.md	/Users/jjbot/.openclaw/workspace-elevate-flow/agents/Jax/SOUL.md	yes	yes	2026-03-05 14:44:46	2026-03-03 15:33:42	c51a70c1f9a08b7fb5bf1667da5648f0879a5785cc40e26f07b48b07482235f8	bfd59ece43ce3ab8624a31e747c8e6b02ff50e28cc064eab752c01e894f2ad6f	promote_changed
agents/Jax/SOUL.md	/Users/jjbot/.openclaw/workspace	/Users/jjbot/.openclaw/workspace/agents/Jax/SOUL.md	/Users/jjbot/.openclaw/workspace-elevate-flow/agents/Jax/SOUL.md	yes	yes	2026-02-24 10:40:02	2026-03-03 15:33:42	191c60cf0b27628adeccdd0a4fdcb0f5f927a6d207f1a0d712e136f82ebda87b	bfd59ece43ce3ab8624a31e747c8e6b02ff50e28cc064eab752c01e894f2ad6f	promote_changed
agents/Pete/IDENTITY.md	/Users/jjbot/.openclaw/workspace-vlad/mission-control-dashboard/canon/elevate-flow	/Users/jjbot/.openclaw/workspace-vlad/mission-control-dashboard/canon/elevate-flow/agents/Pete/IDENTITY.md	/Users/jjbot/.openclaw/workspace-elevate-flow/agents/Pete/IDENTITY.md	yes	yes	2026-03-05 14:54:56	2026-03-07 20:40:44	e9ee6cdaa1bf42f8195a17c76a4175c6976ff5b85ef614145b6f760aeb7ee839	40a80bf7d9798cfe2162f0c51a39ac82f1068133b382ff59dc079854dee2ef0d	promote_changed
agents/Pete/IDENTITY.md	/Users/jjbot/.openclaw/workspace-jj	/Users/jjbot/.openclaw/workspace-jj/agents/Pete/IDENTITY.md	/Users/jjbot/.openclaw/workspace-elevate-flow/agents/Pete/IDENTITY.md	yes	yes	2026-03-05 14:44:46	2026-03-07 20:40:44	e9ee6cdaa1bf42f8195a17c76a4175c6976ff5b85ef614145b6f760aeb7ee839	40a80bf7d9798cfe2162f0c51a39ac82f1068133b382ff59dc079854dee2ef0d	promote_changed
agents/Pete/IDENTITY.md	/Users/jjbot/.openclaw/workspace	/Users/jjbot/.openclaw/workspace/agents/Pete/IDENTITY.md	/Users/jjbot/.openclaw/workspace-elevate-flow/agents/Pete/IDENTITY.md	yes	yes	2026-02-24 10:39:13	2026-03-07 20:40:44	e9ee6cdaa1bf42f8195a17c76a4175c6976ff5b85ef614145b6f760aeb7ee839	40a80bf7d9798cfe2162f0c51a39ac82f1068133b382ff59dc079854dee2ef0d	promote_changed
agents/Pete/SOUL.md	/Users/jjbot/.openclaw/workspace-vlad/mission-control-dashboard/canon/elevate-flow	/Users/jjbot/.openclaw/workspace-vlad/mission-control-dashboard/canon/elevate-flow/agents/Pete/SOUL.md	/Users/jjbot/.openclaw/workspace-elevate-flow/agents/Pete/SOUL.md	yes	yes	2026-03-05 14:54:56	2026-03-07 20:40:44	7d5613b20d218d4f3241be467c61090bb037f38d70a057380585e3624423652f	4695dc0af0c7db9479a895436c32133425f28517cda72d05086a69c0b8bdfab3	promote_changed
agents/Pete/SOUL.md	/Users/jjbot/.openclaw/workspace-jj	/Users/jjbot/.openclaw/workspace-jj/agents/Pete/SOUL.md	/Users/jjbot/.openclaw/workspace-elevate-flow/agents/Pete/SOUL.md	yes	yes	2026-03-05 14:44:46	2026-03-07 20:40:44	7d5613b20d218d4f3241be467c61090bb037f38d70a057380585e3624423652f	4695dc0af0c7db9479a895436c32133425f28517cda72d05086a69c0b8bdfab3	promote_changed
agents/Pete/SOUL.md	/Users/jjbot/.openclaw/workspace	/Users/jjbot/.openclaw/workspace/agents/Pete/SOUL.md	/Users/jjbot/.openclaw/workspace-elevate-flow/agents/Pete/SOUL.md	yes	yes	2026-02-24 11:09:46	2026-03-07 20:40:44	d77e143bc30928e1457dee50dccd6c20fd6da6a94fb16a786ca5c555d8a0c235	4695dc0af0c7db9479a895436c32133425f28517cda72d05086a69c0b8bdfab3	promote_changed
agents/Vlad/IDENTITY.md	/Users/jjbot/.openclaw/workspace-vlad/mission-control-dashboard/canon/elevate-flow	/Users/jjbot/.openclaw/workspace-vlad/mission-control-dashboard/canon/elevate-flow/agents/Vlad/IDENTITY.md	/Users/jjbot/.openclaw/workspace-elevate-flow/agents/Vlad/IDENTITY.md	yes	yes	2026-03-05 14:54:56	2026-03-07 20:40:44	7471ca8f33bfb7f6cfc4287910e569d8f7d022d938d9b7b61976f4d5f1cfa81c	d1e0714b25af5c480bfacb8afd7c7f9c7fe5e6dddb50ce78de64082e395542cd	promote_changed
agents/Vlad/IDENTITY.md	/Users/jjbot/.openclaw/workspace-jj	/Users/jjbot/.openclaw/workspace-jj/agents/Vlad/IDENTITY.md	/Users/jjbot/.openclaw/workspace-elevate-flow/agents/Vlad/IDENTITY.md	yes	yes	2026-03-05 14:44:46	2026-03-07 20:40:44	7471ca8f33bfb7f6cfc4287910e569d8f7d022d938d9b7b61976f4d5f1cfa81c	d1e0714b25af5c480bfacb8afd7c7f9c7fe5e6dddb50ce78de64082e395542cd	promote_changed
agents/Vlad/IDENTITY.md	/Users/jjbot/.openclaw/workspace	/Users/jjbot/.openclaw/workspace/agents/Vlad/IDENTITY.md	/Users/jjbot/.openclaw/workspace-elevate-flow/agents/Vlad/IDENTITY.md	yes	yes	2026-02-24 10:37:57	2026-03-07 20:40:44	7471ca8f33bfb7f6cfc4287910e569d8f7d022d938d9b7b61976f4d5f1cfa81c	d1e0714b25af5c480bfacb8afd7c7f9c7fe5e6dddb50ce78de64082e395542cd	promote_changed
agents/Vlad/SOUL.md	/Users/jjbot/.openclaw/workspace-vlad/mission-control-dashboard/canon/elevate-flow	/Users/jjbot/.openclaw/workspace-vlad/mission-control-dashboard/canon/elevate-flow/agents/Vlad/SOUL.md	/Users/jjbot/.openclaw/workspace-elevate-flow/agents/Vlad/SOUL.md	yes	yes	2026-03-05 14:54:56	2026-03-07 20:40:44	1b85c55e11f2e5cfe6b9962573d690e5f2dfa61658c64d317be4fb37631dbe88	371798a6c2be37153d20c838f548b9e473b6e607a677bc13861c46d1a3834f9a	promote_changed
agents/Vlad/SOUL.md	/Users/jjbot/.openclaw/workspace-jj	/Users/jjbot/.openclaw/workspace-jj/agents/Vlad/SOUL.md	/Users/jjbot/.openclaw/workspace-elevate-flow/agents/Vlad/SOUL.md	yes	yes	2026-03-05 14:44:46	2026-03-07 20:40:44	1b85c55e11f2e5cfe6b9962573d690e5f2dfa61658c64d317be4fb37631dbe88	371798a6c2be37153d20c838f548b9e473b6e607a677bc13861c46d1a3834f9a	promote_changed
agents/Vlad/SOUL.md	/Users/jjbot/.openclaw/workspace	/Users/jjbot/.openclaw/workspace/agents/Vlad/SOUL.md	/Users/jjbot/.openclaw/workspace-elevate-flow/agents/Vlad/SOUL.md	yes	yes	2026-02-24 11:05:05	2026-03-07 20:40:44	596008ccd8e8c397cde14fc13e8dc9373ab8aa1700b3b431401d30b08c3e462b	371798a6c2be37153d20c838f548b9e473b6e607a677bc13861c46d1a3834f9a	promote_changed
agents/baby-vlad/IDENTITY.md	/Users/jjbot/.openclaw/workspace-vlad/mission-control-dashboard/canon/elevate-flow	/Users/jjbot/.openclaw/workspace-vlad/mission-control-dashboard/canon/elevate-flow/agents/baby-vlad/IDENTITY.md	/Users/jjbot/.openclaw/workspace-elevate-flow/agents/baby-vlad/IDENTITY.md	yes	yes	2026-03-05 14:54:56	2026-03-07 20:40:44	058f3f7aa9c9bfffd281203696ee79c74a9f868ec3f116622489196d6a3cf2e0	768538a5b5e99c5c40186a8003d5239bc15a9da01e89dab429303d540c424743	promote_changed
agents/baby-vlad/IDENTITY.md	/Users/jjbot/.openclaw/workspace-jj	/Users/jjbot/.openclaw/workspace-jj/agents/baby-vlad/IDENTITY.md	/Users/jjbot/.openclaw/workspace-elevate-flow/agents/baby-vlad/IDENTITY.md	yes	yes	2026-03-05 14:44:46	2026-03-07 20:40:44	058f3f7aa9c9bfffd281203696ee79c74a9f868ec3f116622489196d6a3cf2e0	768538a5b5e99c5c40186a8003d5239bc15a9da01e89dab429303d540c424743	promote_changed
agents/baby-vlad/SOUL.md	/Users/jjbot/.openclaw/workspace-vlad/mission-control-dashboard/canon/elevate-flow	/Users/jjbot/.openclaw/workspace-vlad/mission-control-dashboard/canon/elevate-flow/agents/baby-vlad/SOUL.md	/Users/jjbot/.openclaw/workspace-elevate-flow/agents/baby-vlad/SOUL.md	yes	yes	2026-03-05 14:54:56	2026-03-07 20:40:44	c273a67254d25b46f79f13708a120239b2f33721c4da9d9b47ec53e692700e0f	0ada780df54e463b5d8d8676b59172bf7eeece9d763d0e848acaec8201e121c7	promote_changed
agents/baby-vlad/SOUL.md	/Users/jjbot/.openclaw/workspace-jj	/Users/jjbot/.openclaw/workspace-jj/agents/baby-vlad/SOUL.md	/Users/jjbot/.openclaw/workspace-elevate-flow/agents/baby-vlad/SOUL.md	yes	yes	2026-03-05 14:44:46	2026-03-07 20:40:44	c273a67254d25b46f79f13708a120239b2f33721c4da9d9b47ec53e692700e0f	0ada780df54e463b5d8d8676b59172bf7eeece9d763d0e848acaec8201e121c7	promote_changed
docs/canon/ARCHITECTURE.md	/Users/jjbot/.openclaw/workspace-vlad/mission-control-dashboard/canon/elevate-flow	/Users/jjbot/.openclaw/workspace-vlad/mission-control-dashboard/canon/elevate-flow/docs/canon/ARCHITECTURE.md	/Users/jjbot/.openclaw/workspace-elevate-flow/docs/canon/ARCHITECTURE.md	yes	yes	2026-03-05 14:54:56	2026-03-07 20:39:53	0c45825e5ba81ad6da438f03a712dae7aa2a9998f5a2928094768f7eb38982a9	7210bbcf00c28052dc3066a9e11b17b740d0d4c7e496e3c57674dd8352007174	promote_changed
docs/canon/ARCHITECTURE.md	/Users/jjbot/.openclaw/workspace-jj	/Users/jjbot/.openclaw/workspace-jj/docs/canon/ARCHITECTURE.md	/Users/jjbot/.openclaw/workspace-elevate-flow/docs/canon/ARCHITECTURE.md	yes	yes	2026-03-06 10:30:20	2026-03-07 20:39:53	cb644ba1dbe9ff0d468da5016ac23f0f894466635addbb66f349c1b557b7dde8	7210bbcf00c28052dc3066a9e11b17b740d0d4c7e496e3c57674dd8352007174	promote_changed
